paper_id,title,first_author,authors,norm_title,norm_first_author
4595a9aa9c00f2bf8292af630beca7c9,Portfolio Dynamics and the Supply of Safe  < Securities,David X Xu,David X Xu,portfolio dynamics and the supply of safe   securities,david xu
98ceb5f010ffa6ec80ed6b7267694d91,Population Aging and Labor Cost Management < — < A Machine-learning Approach,Ruirui Fang,Ruirui Fang; Nan Hu; Rong Huang; Haonan Wang,population aging and labor cost management    a machinelearning approach,ruirui fang
62529973aa8fe7da7a4e5df2317ba9f7,Political Research of the Foreign Policy Concept of the Islamic Republic of Iran,Subhan Talibli,Subhan Talibli,political research of the foreign policy concept of the islamic republic of iran,subhan talibli
416cef9e80fe0468acc88379e1a4c0df,Perceptions of Bank Employees Towards Green Finance: A Case Study,Dr. Prakash Chokkamreddy,Dr. Prakash Chokkamreddy; Vineela Kanthi,perceptions of bank employees towards green finance a case study,dr. chokkamreddy
f99a459284e14a1ef3d01a52df3108ca,Parliament got it right: Why structural presumptions make sense in  < merger <  review,Matthew Chiasson,Matthew Chiasson,parliament got it right why structural presumptions make sense in   merger   review,matthew chiasson
c131aab5bc1cc4ac09f3e7cb7be3dbd6,ParkWise: Locate and Avoid,Swanand Pasalkar,Swanand Pasalkar; Sanskruti Shingate; Pratibha Shelke; Pruthviraj Todkar; Shubham Wagh,parkwise locate and avoid,swanand pasalkar
735d6d11be689c8d67f5210cb6821111,Parental Leave from the Firm's Perspective,Gozde Corekcioglu,Gozde Corekcioglu; Marco Francesconi; Astrid Kunze,parental leave from the firms perspective,gozde corekcioglu
e3ed3d3f2d13c2f91021cf86fd90544e,Ordinary Ethics in the Age of AI,Margarita Boenig-Liptsin,Margarita Boenig-Liptsin,ordinary ethics in the age of ai,margarita boenig-liptsin
7535980edd5bb539d7ce506910d95600,Optimizing Tax Preparation and Filing Services: A Comparative Study of Traditional Methods and AI Augmented Tax Compliance Frameworks,Srinivas Kalisetty,Srinivas Kalisetty; Jeevani Singireddy,optimizing tax preparation and filing services a comparative study of traditional methods and ai augmented tax compliance frameworks,srinivas kalisetty
2a7d5e72685244d84ab1556e597be592,Optimal Non-swing Trading,Jing Xu,Jing Xu; Peiquan Yang; Compensation,optimal nonswing trading,jing xu
77087465119c0ddd5bf07ed675b93707,Ongoing Challenges to U.S. Climate-related Disclosure,Thomas M. Madden,Thomas M. Madden; Gerlinde Berger-Walliser,ongoing challenges to us climaterelated disclosure,thomas madden
9103fc3db05844f4b52ec0b8c56fb2f2,OECD REVIEW OF THE CORPORATE GOVERNANCE OF STATE-OWNED ENTERPRISES IN THAILAND: LESSON FOR PAKISTAN,Qaiser Rafique Yasser,Qaiser Rafique Yasser,oecd review of the corporate governance of stateowned enterprises in thailand lesson for pakistan,qaiser yasser
b5e2ca46b53da2712ffb7538cb5a002d,OECD REVIEW OF THE  < CORPORATE <  GOVERNANCE OF STATE-OWNED ENTERPRISES IN THAILAND: LESSON FOR PAKISTAN,Qaiser Rafique Yasser,Qaiser Rafique Yasser,oecd review of the   corporate   governance of stateowned enterprises in thailand lesson for pakistan,qaiser yasser
0206a2a15710beb30fb09147de3acd69,,Nicolin Decker,Nicolin Decker,,nicolin decker
0fa4d40865e356ed0902f73240c7996a,,Ruth Mason,Ruth Mason; Stephen Daly,,ruth mason
7cbd1ab4d2d88128e51ff08fad3a08fa,,Sanjay Bhayani,Sanjay Bhayani,,sanjay bhayani
01609f3926fc9332748a253c3505d14c,,Teddy Nakanwagi,Teddy Nakanwagi,,teddy nakanwagi
1e953d08eabb9cce674c11763bf6b0d9,,Robert Joy,Robert Joy,,robert joy
3abca6b21dcda507565b28ad0f196409,,Giovanni Bruno,Giovanni Bruno; Felix Goltz; Antoine Naly,,giovanni bruno
da711e0309921682cfac6c3a8c4700dc,,Michael Bogdan,Michael Bogdan; Daniel Schrass; Hedge Funds,,michael bogdan
18b5232c9ff9307f97abe4843f7b65c2,"401(k) Plan Asset Allocation, Account Balances, and Loan Activity in 2022",Sarah Holden,Sarah Holden; Steven Bass; Craig Copeland,401k plan asset allocation account balances and loan activity in 2022,sarah holden
dffc4cf19292085958b3d177e3dac28c,A STUDY OF FIRM CHARACTERISTICS AND CORPORATE DISCLOSURE: AN EMPIRICAL ANALYSIS,Sanjay Bhayani,Sanjay Bhayani,a study of firm characteristics and corporate disclosure an empirical analysis,sanjay bhayani
652481be2f7677fd06daa7d73c7b443f,A note on the equity market response to monetary shocks: Term premia vs. compensation for dividend risk,Dejanir Silva,Dejanir Silva; Nicolas Caramp,a note on the equity market response to monetary shocks term premia vs compensation for dividend risk,dejanir silva
1b617916f37d321e0deab9dd1458d5d2,AN EMPIRICAL ANALYSIS OF ECONOMIC VALUE ADDED OF INDIAN CORPORATE,Sanjay Bhayani,Sanjay Bhayani,an empirical analysis of economic value added of indian corporate,sanjay bhayani
bd07da87f8b52d80c98a79a1c5de25e8,Applications of Multimodal Large Language Models in Construction Industry,Abdolmajid Erfani,Abdolmajid Erfani; Ali Mansouri,applications of multimodal large language models in construction industry,abdolmajid erfani
38405394394306a27435b532d3fda4fa,Artificial Intelligence and unintended bias: A call for responsible innovation,Dhruvitkumar Talati,Dhruvitkumar Talati,artificial intelligence and unintended bias a call for responsible innovation,dhruvitkumar talati
040bc62142c27077588250dbc7816ec5,Banking on Jarkesy,Todd Phillips,Todd Phillips; Jacob Cunningham,banking on jarkesy,todd phillips
cef94310f79e13e15d28e459174453cd,Benefiting from Structural Ambidexterity Through Business Model Innovation at a Fintech Corporate Startup Studio,Joaqun Alegre,Joaqun Alegre; Carole Donada; Gwenaelle Nogatchewsky; Institutional Investors,benefiting from structural ambidexterity through business model innovation at a fintech corporate startup studio,joaqun alegre
fd4ededfdf0626822047d6b2d406481c,Biodiversity Risks and Global Lending: Balancing Corporate Effort and Country Governance,Marta Degl'Innocenti,Marta Degl'Innocenti; Marta Degl'Innocenti; Lorenzo Gai; Si Zhou; Yue Zhou,biodiversity risks and global lending balancing corporate effort and country governance,marta degl'innocenti
92fe215116bab6005095a5155e0d9b53,Building Trust in AI: Leadership Insights from Malaysian Fintech Boards,Alex Zarifis,Alex Zarifis; Larisa Yarovaya,building trust in ai leadership insights from malaysian fintech boards,alex zarifis
76268a8ab8a306fc89541268578aae49,CLEARfund: A National Compliance Utility for the Digital Economy,Nicolin Decker,Nicolin Decker; Shareholder,clearfund a national compliance utility for the digital economy,nicolin decker
8fc76056f675a08ab518feb6e814a794,"Characteristics of Mutual Fund Investors, 2024",Sarah Holden,Sarah Holden; Daniel Schrass; Michael Bogdan,characteristics of mutual fund investors 2024,sarah holden
f44ae10312ed38e089465436b16c74fe,Collusion Through Common Leadership,Alejandro Herrera-Caicedo,Alejandro Herrera-Caicedo; Jessica Jeffers; Elena Prager; Merger,collusion through common leadership,alejandro herrera-caicedo
9bb07e73ff6d4dbb3a535290f776cf03,Community Engagement Strategies for Promoting Road Safety Awareness and Supporting SEL Initiatives in Underserved Communities Authors,Ada John,Ada John; Asher Asher,community engagement strategies for promoting road safety awareness and supporting sel initiatives in underserved communities authors,ada john
5babfd7329a49c0a4aa4cc3efe9504a8,Contract Strategy and Compliance in Cross-Border Procurement: Legal Frameworks and Challenges in UAE-CIS Business Operations,Nigar Valiyeva,Nigar Valiyeva,contract strategy and compliance in crossborder procurement legal frameworks and challenges in uaecis business operations,nigar valiyeva
8bfd090d26d9595617f9e873eebdbce0,Coordinated Pricing After a Blocked Merger: Evidence from the JetBlue-Spirit Case,Minhae Kim,Minhae Kim; Myongjin Kim; Junyeol Ryu,coordinated pricing after a blocked merger evidence from the jetbluespirit case,minhae kim
01fb9beeb8e396d4dca9ea908303a195,Corporate Culture and Bank Financial Performance: A Case Study of the Wells Fargo Sales Practices Scandal,James E. McNulty,James E. McNulty; Aigbe Akhigbe; Compensation,corporate culture and bank financial performance a case study of the wells fargo sales practices scandal,james mcnulty
79e17046f8d0d867400b351334e488f3,Corporate Financing and Endogenous Dispersion and Volatility in Stock Returns,Wukuang Cun,Wukuang Cun; Junjie Xia,corporate financing and endogenous dispersion and volatility in stock returns,wukuang cun
0121297f17077800b93376b3eeab79c0,Corporate Moral Rights,Amy J. Sepinwall,Amy J. Sepinwall,corporate moral rights,amy sepinwall
0b89580ac6d1096874ade151ecc8bb43,Debt Maturity and Greenwashing: An Inverted U-Shaped Dilemma,Paula Castro,Paula Castro; Cristina Gutirrez-Lpez,debt maturity and greenwashing an inverted ushaped dilemma,paula castro
bb1bb407e490a50a6b5258234f2c6328,Developing End-to-End Intelligent Finance Solutions Through AI and Cloud Integration,Murali Malempati,Murali Malempati,developing endtoend intelligent finance solutions through ai and cloud integration,murali malempati
527e7d576b7ba184ae73bfc3b53dcde4,Developing Multi-Risk Drm Pathways  Lessons from Four European Case Studies,Julius Schlumberger,Julius Schlumberger; Andrew Warren; Anne Sophie Daloz; David Geurts; Stefan Hochrainer; Lin Ma; Noem Padrn-Fumero; Karina Reiter; Robert Sakic Trogrlic; Sharon Tatman; Vanessa J. Banks; J Crummy; Jaime Daz-Pacheco; Pedro Dorta Antequera; Sara Garca-Gonzlez; Abel Lpez-Dez; Tamara Luca Febles Arvalo; David Romero-Manrique; Nikita Strelkovskii; Silvia Torresan; Asbjorn Torvanger; Veronica Casartelli; Roxana Ciurean; Judith N. Claassen; Stefania Gottardo; J.C.J.H. Aerts; Marjolijn Haasnoot; Marleen de Ruiter,developing multirisk drm pathways  lessons from four european case studies,julius schlumberger
fb8780a5b93765611537a49a55eef204,Drivers of exchange sustainability development: Evidence from a decade of surveys,Kaitao Lin,Kaitao Lin; Ying Liu,drivers of exchange sustainability development evidence from a decade of surveys,kaitao lin
891fbcc2d1be94ba0863357d3a2a2441,ESG Mania and Institutional Trading,Riza Demirer,Riza Demirer; Lavinia Rognone; Huacheng Zhang,esg mania and institutional trading,riza demirer
add3b7f2e8c8071cfd0c14af556dac02,ESG and Capital Investment in BRICS Countries,Quang-Hung Phung,Quang-Hung Phung; Nguyen-Quynh-Nhu Ngo,esg and capital investment in brics countries,quang-hung phung
1612d0f676977574eb0d95e99d4187d1,Educare International Journal of Commerce and Management,Sanjay Bhayani,Sanjay Bhayani,educare international journal of commerce and management,sanjay bhayani
3618c54286a948bcc95544f9bd08af8f,Education as an Informational Edge: How Foreign Education Shapes Fund Managers' Equity Selection and Performance,Zheyuan (Kevin) Cui,Zheyuan (Kevin) Cui; Yinan Qiu,education as an informational edge how foreign education shapes fund managers equity selection and performance,zheyuan cui
17fa4a3f7a90b5c41b3ed471ca2c0662,Enhancing Employee Cybersecurity Awareness in Small Businesses,ABINET ONKISO,ABINET ONKISO,enhancing employee cybersecurity awareness in small businesses,abinet onkiso
342244576a49e9b995d11131f420bd18,Factions of Asset-Based Capitalism: A Historical Typology,Cooper Melinda,Cooper Melinda; ESG,factions of assetbased capitalism a historical typology,cooper melinda
82200950fdca4c510065dbc41d0b820f,Financial Reporting for the Knowledge Economy,Anup Srivastava,Anup Srivastava,financial reporting for the knowledge economy,anup srivastava
98613a33bbe9b86b8566643c02cc55fc,Global Adoption of International Financial Reporting Standards (IFRS): A Comprehensive Review and Critical Analysis (2000-2025),Srikanth Potharla,Srikanth Potharla,global adoption of international financial reporting standards ifrs a comprehensive review and critical analysis 20002025,srikanth potharla
c0dd6d2e74af50fa496982d5dc6b02f8,Green parachutes: green bonds as a tool for volatility laundering and engineering convexity,Karim Henide,Karim Henide,green parachutes green bonds as a tool for volatility laundering and engineering convexity,karim henide
709c83ea843aa6653acfdde12cdcf4d8,How Do Hedge Funds Trade Asset Growth Anomaly?,Umut Celiker,Umut Celiker; Gokhan Sonaer,how do hedge funds trade asset growth anomaly,umut celiker
9cfe566a8bb8b1a8556654f596e072b2,How might research into organisations improve human wellbeing?,Shann Turnbull,Shann Turnbull,how might research into organisations improve human wellbeing,shann turnbull
58941dee09b3f026d3bd50f627931e37,Indebted to Nature: Corporate Biodiversity Endowment and Bond Market Reactions,Xing Han,Xing Han; Yizheng P. Li; Pinwen L. Mu,indebted to nature corporate biodiversity endowment and bond market reactions,xing han
175f7743f75661e16f277b591fa6a92d,"Institutional Shareholding Fragility, Corporate Labour Efficiency and Labour Productivity",Minh Nguyen,Minh Nguyen; Bartosz Gebka; Min Deng,institutional shareholding fragility corporate labour efficiency and labour productivity,minh nguyen
0b01fbb62cb4cd869c67e9c0035d4bc2,"Integrating Christian Faith and Ethics into Global Business: A Biblical Framework for Leadership, Culture, and Decision-Making",Dr. Sixbert SANGWA,Dr. Sixbert SANGWA; Placide MUTABAZI,integrating christian faith and ethics into global business a biblical framework for leadership culture and decisionmaking,dr. sangwa
d3661b1246151b507d41456fc81f383b,Liquidity Crises and Endogenous Dealer Capacity in Over-the-Counter Markets,Nicole Fleskes,Nicole Fleskes,liquidity crises and endogenous dealer capacity in overthecounter markets,nicole fleskes
f6a2f99a3c64b11766f5fff16d66fa88,Mandating Transparency: The Effect of ESG Disclosure Mandates on Corporate Voluntary Disclosure Practices,David Oesch,David Oesch; Nicolas Reinhart,mandating transparency the effect of esg disclosure mandates on corporate voluntary disclosure practices,david oesch
2b4d4ee7b4eb87d2323ec87fbdf3c8e0,Micgraphnet: Microphone Graph Network for Cross-Correlation-Based Time Delay Estimation for Accurate Sound Source Localization,Iljoo Jeong,Iljoo Jeong; Hyunsuk Huh; Bumsoo Park; Anna Lee; In-Jee Jung; Seungchul Lee,micgraphnet microphone graph network for crosscorrelationbased time delay estimation for accurate sound source localization,iljoo jeong
d90d7f8fa7b0f6d47eb9f7c1a641bc1f,"Money Can't Buy Investment: Family Control, Internal Finance, and the Limits of Monetary Policy",Vincent Victor,Vincent Victor,money cant buy investment family control internal finance and the limits of monetary policy,vincent victor
86ff4d73695ce2209a6b480619f51a9f,Organizational Challenges in Managing Business Model Portfolios: Integrating Sustainable and Conventional Business Models,Jorge Tarzijan,Jorge Tarzijan; Brian Wu,organizational challenges in managing business model portfolios integrating sustainable and conventional business models,jorge tarzijan
54ebaa61cb65af33cf437348742cdd41,"Ownership of Mutual Funds and Shareholder Sentiment, 2024",Sarah Holden,Sarah Holden; Daniel Schrass; Michael Bogdan,ownership of mutual funds and shareholder sentiment 2024,sarah holden
66d3d7afe719ab650e030b3ae603d212,"Politics, CSR Allocation, and Real Effects",Kirti Sinha,Kirti Sinha; June Huang; Shivaani MV,politics csr allocation and real effects,kirti sinha
e0ac4c64cd6d7c6ab4b8d47a173ee1dc,"Post-Merger Divestitures, Switching Costs, and Market Dynamics",Yong Kyu Gam,Yong Kyu Gam; Yunqi Zhang,postmerger divestitures switching costs and market dynamics,yong gam
4258f1ee1cc74e5e87e8722c1015ace8,Private Forest Owner Preferences for Action- and Result-Based Biodiversity Restoration Contracts  a Discrete Choice Experiment in Denmark and Finland,Charlotte Sring,Charlotte Sring; Thomas Lundhede,private forest owner preferences for action and resultbased biodiversity restoration contracts  a discrete choice experiment in denmark and finland,charlotte sring
a7de8be9b6e3a0871799d006acca8898,"Race, Gender, and Employee Turnover: Evidence from Mergers and Acquisitions",Rui Dai,Rui Dai; Tingting Liu; Cong (Roman) Wang; Stakeholder,race gender and employee turnover evidence from mergers and acquisitions,rui dai
e5f871fb96247512332e5aa6d0ee7c09,Reassessing the Discounted Cash Flow Model (DCFM): How the Potential Payback Period (PPP) Improves Applicability and Accuracy with a Time-Based Approach,Rainsy Sam,Rainsy Sam,reassessing the discounted cash flow model dcfm how the potential payback period ppp improves applicability and accuracy with a timebased approach,rainsy sam
f650764fa04fb97ccf4e4dc731348213,Shareholder Activism and Protection of Minority Shareholders: Bangladesh Perspective,Parvez Ahmed,Parvez Ahmed,shareholder activism and protection of minority shareholders bangladesh perspective,parvez ahmed
36fcae1940f0640eb5ea1519f1d9edea,Strategic Design Factors of a Circularity Oriented Ecosystem: Case Built Environment Sector,Outi Blackburn,Outi Blackburn; Vesa Silfver; Corporate,strategic design factors of a circularity oriented ecosystem case built environment sector,outi blackburn
c1e4870674c9fc93f9b1419012cccb0d,Subcellular-Scale Directed Green Synthesis of Nanoparticles: First Insight into Protein-Level Regulatory Mechanisms of Electron Donors on Palladium Nanoparticle Biosynthesis Pathways In  Bacillus Megaterium  Y-4,Yating Jia,Yating Jia; Jing Lu; Yongfen Long; Bin Hou; Hongjuan Bai,subcellularscale directed green synthesis of nanoparticles first insight into proteinlevel regulatory mechanisms of electron donors on palladium nanoparticle biosynthesis pathways in  bacillus megaterium  y4,yating jia
6ab38d9818b0033e1e643e98079899da,"Submission to the ""Australia's Critical Minerals Strategy"" Discussion Paper",Joaquin Vespignani,Joaquin Vespignani; Russell Smyth,submission to the australias critical minerals strategy discussion paper,joaquin vespignani
7735307ac4ab040893ca02059c901d15,The Connection between Sustainability Ratings and Financial Performance in the Aviation Industry,Olaf Weber,Olaf Weber; Donna Jones; Abolade Makinde,the connection between sustainability ratings and financial performance in the aviation industry,olaf weber
4fe6ea1c203e43fafa2f80bfe19620ab,The Effect of Non-Wage Competition on Corporate Profits,Ioannis Branikas,Ioannis Branikas; Briana Chang; Harrison G. Hong; Nan Li,the effect of nonwage competition on corporate profits,ioannis branikas
0df941b74938d1e89c26935abcd9bce5,The Effect of TRACE Transparency on Reaching for Yield in the Corporate Bond Market,Ye (Brandon) Moe,Ye (Brandon) Moe,the effect of trace transparency on reaching for yield in the corporate bond market,ye moe
3bb1e77111d1dd8137206a6479352a79,The Green Side of Debt Heterogeneity: Evidence from Facility-Level Toxic Releases,Sadok El Ghoul,Sadok El Ghoul; Omrane Guedhami; Waleed Ihsan; Mohsen Saad,the green side of debt heterogeneity evidence from facilitylevel toxic releases,sadok ghoul
0a5acc54aa4f3ea8d71d4232c869b0ff,The Impact of Social Media on Public Response to Government Stock Purchases in the Uae: A Study Applied on Salik Stock.,Dalia Hassan,Dalia Hassan; Nadeen Selim; Saada Khadragy; Mona Shehata,the impact of social media on public response to government stock purchases in the uae a study applied on salik stock,dalia hassan
35bbd292af77d4e3bd5d90ceb691e022,The Impact of Women's Economic Participation on Grassland Protection,Xiaolong Feng,Xiaolong Feng; Xuezhen Xu; Jun Li; Directors,the impact of womens economic participation on grassland protection,xiaolong feng
9446be03eb2e01f9f9138ae5a35fad2b,Digital Technologies and Stakeholders' Engagement in SMEs,Samuel Dorhetso,Samuel Dorhetso,digital technologies and stakeholders engagement in smes,samuel dorhetso
4ca979e9e4895ad2e5709d58c668b12a,Do Managers Choose Less Aggressive Reporting Practices Following Media Controversies to Rebuild Reputation?,Camelia Vasilescu,Camelia Vasilescu; Tomasz Piotr Wisniewski,do managers choose less aggressive reporting practices following media controversies to rebuild reputation,camelia vasilescu
eb6f0bf8710483c18bcc4e78f579494b,Green Shields: The Role of ESG in Uncertain Times,Fatih Kansoy,Fatih Kansoy; Dominykas Stasiulaitis,green shields the role of esg in uncertain times,fatih kansoy
45314a6b0eb4e179425065869d27e1f9,The Risk of Marginal Ranking: A Replication and Extension of Lewis & Carlos (2023),W. Chad Carlos,W. Chad Carlos; Yasir Dewan; Ben W. Lewis; Brian Reschke; S. Isaac St. Clair,the risk of marginal ranking a replication and extension of lewis  carlos 2023,w. carlos
97665917ab1b1343913c132eae064977,Verification of Lane Skew Compensation and Deskew Logic in PCIe PHYs,Harry Wilson,Harry Wilson,verification of lane skew compensation and deskew logic in pcie phys,harry wilson
605809a165ba267f00725d13d021c7f2,"What Does Consistent Participation in 401(k) Plans Generate? Changes in 401(k) Plan Account Balances and Asset Allocations, 2016-2022",Sarah Holden,Sarah Holden; Steven Bass; Craig Copeland,what does consistent participation in 401k plans generate changes in 401k plan account balances and asset allocations 20162022,sarah holden
dd505e7c5db0f300fcc2ead889cde104,When the Tax Break Breaks: CEO Pay and Turnover Following TCJA,Ilona Babenko,Ilona Babenko; Benjamin Bennett; Dragana Cvijanovic,when the tax break breaks ceo pay and turnover following tcja,ilona babenko
1a14dfd167a2fb0bf96a448562ffda75,Why Misused Estimators Can Still Be Accurate: Structural Compensation in Epidemic Models,Rosie Ye,Rosie Ye,why misused estimators can still be accurate structural compensation in epidemic models,rosie ye
c4f63b2ef19e9bc67ffde62f881764b4,,Stephen R. Miller,Stephen R. Miller; Anastasia Telesetsky,,stephen miller
